0,private,0,REJ,0.06,0.04,10,0.04,,neptune,,0.000206651,0.015873016,0,0.2,0,1,0.337254902,0.61
0,private,0,REJ,0.06,0.01,1,0,,neptune,,4.25E-06,0.047619048,0.010784389,0.2,0,1,1,1
12983,ftp_data,0,SF,0,1,86,0.61,,normal,,1.63E-05,0.079365079,0.000287534,0.2,0,1,0.109803922,0.11
20,eco_i,0,SF,0,1,57,1,,saint,,5.20E-06,0.047619048,0.000346973,0.2,0,1,1,1
0,telnet,15,RSTO,0,1,86,0.31,,mscan,,9.80E-06,0.079365079,0.000245184,0.2,0,1,0.505882353,0.51
267,http,14515,SF,0,1,255,1,,normal,,1.23E-05,0,0.27059417,0.2,0,1,0.28627451,0.16
1022,smtp,387,SF,0,1,28,0.11,,normal,,5.57E-06,0.047619048,0.002682166,0.2,0,1,1,1
129,telnet,174,SF,0,1,255,1,,guess_passwd,,3.39E-06,0.047619048,0.000489625,0.2,0,1,1,1
327,http,467,SF,0,1,255,1,,normal,,3.76E-06,0.047619048,0.001552833,0.2,0,1,1,1
26,ftp,157,SF,0,1,26,0.5,,guess_passwd,,7.16E-07,0.063492063,3.27E-05,0.2,0,1,1,1
0,telnet,0,SF,0,1,128,0.5,,mscan,,3.12E-06,0.047619048,0.001354457,0.2,0,1,1,1
616,smtp,330,SF,0,1,129,0.51,,normal,,4.41E-06,0.047619048,0.001349256,0.2,0,1,1,1
0,private,0,REJ,0.07,0.02,2,0.01,,neptune,,4.68E-06,0.047619048,0.004786292,0.2,0,1,1,1
0,telnet,0,S0,0,1,171,0.73,,neptune,,4.78E-06,0.047619048,0.000326912,0.2,0,1,1,1
773,telnet,364200,SF,0,1,73,0.16,,normal,,8.60E-07,0.063492063,3.79E-05,0.2,0,1,1,1
350,http,3610,SF,0,1,255,1,,normal,,1.15E-05,0.079365079,0.000208778,0.2,0,1,0.321568627,0.52
213,http,659,SF,0,1,255,1,,normal,,4.79E-06,0.047619048,0.014706593,0.2,0,1,1,1
246,http,2090,SF,0,1,255,1,,normal,,1.59E-08,0.063492063,7.43E-07,0.2,0.38,0.08,0.011764706,0.01
45,private,44,SF,0,1,255,1,,normal,,3.33E-06,0.047619048,0.009580014,0.2,0,1,1,1
0,private,0,REJ,0.07,0.09,18,0.07,,neptune,,6.84E-07,0.174603175,5.28E-05,0.2,0,1,0.996078431,1
0,ldap,0,REJ,0.05,0.16,19,0.07,,neptune,,0.001406782,0.015873016,0,0.2,0,1,0.447058824,0.38
0,pop_3,0,S0,0,1,87,0.34,,mscan,,4.41E-06,0.047619048,0.003691136,0.2,0,1,1,1
196,http,1823,SF,0,1,255,1,,normal,,5.11E-06,0.047619048,0.002017197,0.2,0,1,1,1
277,http,1816,SF,0,1,255,1,,normal,,5.33E-06,0.047619048,0.002398347,0.2,0,1,1,1
0,courier,0,REJ,0.07,0.07,8,0.03,,neptune,,3.72E-06,0.047619048,0.002404291,0.2,0,1,1,1
0,discard,0,RSTO,0.06,0.05,13,0.05,,neptune,,7.32E-07,0.063492063,3.34E-05,0.2,0,1,1,1
294,http,6442,SF,0,1,255,1,,normal,,5.06E-06,0.047619048,0.000362575,0.2,0,1,0.611764706,1
300,http,440,SF,0,1,255,1,,normal,,4.07E-06,0.047619048,0.003659931,0.2,0,1,0.945098039,0.95
520,ecr_i,0,SF,0,1,59,1,,smurf,,3.65E-06,0.047619048,0.000378178,0.2,0,1,1,1
54,private,51,SF,0,1,255,1,,normal,,4.49E-06,0.047619048,0.000294221,0.2,0,1,1,1
76944,http,1,RSTR,0,1,238,0.99,,apache2,,3.71E-06,0.047619048,0.001663537,0.2,0,1,0.77254902,0.77
720,smtp,281,SF,0,1,82,0.52,,normal,,4.09E-06,0.047619048,0.006472862,0.2,0,1,1,1
301,http,19794,SF,0,1,255,1,,normal,,3.41E-06,0.047619048,0.000479224,0.2,0,1,1,1
1,private,1,SF,0.38,0.08,3,0.01,,normal,,3.23E-06,0.047619048,0.000483682,0.2,0,1,1,1
0,private,0,REJ,1,0,1,0,,satan,,0,0.079365079,6.17E-05,0.2,0,1,0.57254902,0.8
0,imap4,44,RSTO,1,0.5,59,0.24,,mscan,,4.89E-06,0.047619048,0.000359603,0.2,0,1,1,1
209,http,12894,SF,0,1,255,1,,normal,,5.09E-06,0.047619048,0.001238552,0.2,0,1,0.992156863,1
220,ftp,688,SF,0,1,27,0.51,,buffer_overflow,,3.42E-06,0.047619048,0.000319482,0.2,0,1,1,1
43,domain_u,71,SF,0,1,254,1,,normal,,5.70E-06,0.047619048,0.002742348,0.2,0,1,1,1
88382,ftp_data,0,SF,0,1,114,0.38,,normal,,4.30E-06,0.047619048,0.000989652,0.2,0,1,1,1
0,private,0,S0,0.06,0.06,8,0.03,,neptune,,5.36E-06,0.047619048,0.000210264,0.2,0,1,1,1
277,http,4968,SF,0,1,255,1,,normal,,3.49E-06,0.047619048,0.000973307,0.2,0,1,0.984313725,1
321,http,2715,SF,0,1,255,1,,normal,,4.11E-06,0.047619048,0.000751898,0.2,0,1,1,1
335,http,3228,SF,0,1,255,1,,normal,,5.14E-06,0.047619048,0.00081208,0.2,0,1,1,1
0,mtp,0,REJ,0.06,0.03,8,0.03,,neptune,,3.76E-06,0.047619048,0.007803544,0.2,0,1,1,1
234,http,3236,SF,0,1,255,1,,normal,,2.70E-05,0.015873016,0,0.2,0,1,0.02745098,0.19
0,systat,0,S0,0.06,0.02,6,0.02,,neptune,,5.20E-06,0.047619048,0.000676114,0.2,0,1,1,1
54540,http,8314,SF,0,1,250,0.98,,back,,4.82E-06,0.047619048,0.002072178,0.2,0,1,1,1
0,telnet,0,S0,0,1,86,0.34,,mscan,,0,0.079365079,6.17E-05,0.2,0,1,0.098039216,0.23
46,private,45,SF,0,1,255,1,,normal,,4.49E-06,0.047619048,0.003367196,0.2,0,1,1,1
318,http,488,SF,0,1,156,1,,normal,,7.00E-07,0.174603175,0.000083957,0.2,0,1,0.992156863,0.99
256,http,4926,SF,0,1,241,0.95,,normal,,1.58E-05,0.079365079,0.000245184,0.2,0,1,0.164705882,0.66
0,iso_tsap,0,REJ,0.06,0.03,7,0.03,,neptune,,3.14E-06,0.047619048,0.001359658,0.2,0,1,0.898039216,1
