2599,smtp,293,SF,0,1,203,0.8,1
2599,smtp,293,SF,0,1,247,0.97,1
2599,smtp,293,SF,0,1,188,0.74,1
2599,smtp,293,SF,0.67,0.67,26,0.1,1
2599,smtp,293,SF,0,1,204,0.8,1
2599,smtp,293,SF,0,1,219,0.86,1
2599,smtp,293,SF,0,1,144,0.56,1
2599,smtp,293,SF,0,1,153,0.6,1
2599,smtp,293,SF,0,1,106,0.42,1
2599,smtp,293,SF,0,1,15,0.06,1
2599,smtp,293,SF,0,1,131,0.51,1
2599,smtp,293,SF,0,1,169,0.66,1
2599,smtp,293,SF,0,1,247,0.97,1
2599,smtp,293,SF,0,1,6,0.02,1
2599,smtp,293,SF,0,1,185,0.73,1
2599,smtp,293,SF,0.67,0.67,244,0.96,1
2599,smtp,293,SF,0,1,172,0.67,1
2599,smtp,293,SF,0,1,69,0.27,1
2599,smtp,293,SF,0,1,76,0.3,1
2599,smtp,293,SF,0.67,0.67,247,0.97,1
2599,smtp,293,SF,0,1,168,0.66,1
2599,smtp,293,SF,0,1,97,0.38,1
2599,smtp,293,SF,0,1,95,0.37,1
2599,smtp,293,SF,0,1,129,0.51,1
2599,smtp,293,SF,0,1,82,0.32,1
2599,smtp,293,SF,0,1,20,0.08,1
2599,smtp,293,SF,0,1,37,0.15,1
2599,smtp,293,SF,0.6,0.6,246,0.96,1
2599,smtp,293,SF,0,1,245,0.96,1
2599,smtp,293,SF,0,1,67,0.26,1
2599,smtp,293,SF,0,1,227,0.89,1
2599,smtp,261,SF,0,1,246,0.96,1
2599,smtp,293,SF,0,1,42,0.16,1
2599,smtp,293,SF,0,1,110,0.43,1
2599,smtp,293,SF,0.67,0.67,245,0.96,1
2599,smtp,293,SF,0,1,244,0.96,1
2599,smtp,293,SF,0,1,64,0.25,1
2599,smtp,293,SF,0,1,246,0.96,1
2599,smtp,293,SF,0,1,44,0.17,1
2599,smtp,293,SF,0,1,98,0.38,1
2599,smtp,293,SF,0.67,0.67,57,0.22,1
2599,smtp,293,SF,0,1,247,0.97,1
2599,smtp,293,SF,0,1,191,0.75,1
2599,smtp,293,SF,0,1,246,0.96,1
2599,smtp,293,SF,0,1,29,0.11,1
2599,smtp,293,SF,0,1,226,0.89,1
2599,smtp,261,SF,0,1,246,0.96,1
2599,smtp,293,SF,0,1,247,0.97,1
2599,smtp,293,SF,0,1,7,0.03,1
2599,smtp,293,SF,0,1,19,0.07,1
2599,smtp,293,SF,0.5,0.75,245,0.96,1
2599,smtp,293,SF,0,1,216,0.85,1
2599,smtp,293,SF,0,1,225,0.88,1
2599,smtp,261,SF,0,1,247,0.97,1
2599,smtp,293,SF,0.67,0.67,245,0.96,1
2599,smtp,293,SF,0,1,201,0.79,1
2599,smtp,293,SF,0,1,77,0.3,1
2599,smtp,261,SF,0,1,246,0.96,1
2599,smtp,293,SF,0,1,104,0.41,1
2599,smtp,293,SF,0,1,9,0.04,1
2599,smtp,293,SF,0,1,171,0.67,1
2599,smtp,293,SF,0,1,145,0.57,1
2599,smtp,293,SF,0,1,43,0.17,1
2599,smtp,261,SF,0,1,246,0.96,1
2599,smtp,293,SF,0,1,156,0.61,1
2599,smtp,293,SF,0,1,239,0.94,1
2599,smtp,293,SF,0,1,178,0.7,1
2599,smtp,293,SF,0,1,115,0.45,1
2599,smtp,293,SF,0,1,246,0.96,1
2599,smtp,293,SF,0,1,85,0.33,1
2599,smtp,293,SF,0,1,244,0.96,1
2599,smtp,293,SF,0,1,70,0.27,1
2599,smtp,293,SF,0,1,220,0.86,1
2599,smtp,293,SF,0,1,199,0.78,1
2599,smtp,293,SF,0,1,40,0.16,1
2599,smtp,293,SF,0,1,49,0.19,1
2599,smtp,293,SF,0,1,245,0.96,1
2599,smtp,293,SF,0,1,163,0.64,1
2599,smtp,293,SF,0,1,105,0.41,1
2599,smtp,293,SF,0,1,182,0.71,1
2599,smtp,293,SF,0,1,140,0.55,1
2599,smtp,293,SF,0,1,12,0.05,1
2599,smtp,293,SF,0,1,208,0.82,1
2599,smtp,293,SF,0,1,234,0.92,1
2599,smtp,293,SF,0,1,235,0.92,1
2599,smtp,261,SF,0,1,244,0.96,1
2599,smtp,293,SF,0,1,46,0.18,1
2599,smtp,293,SF,0,1,62,0.24,1
2599,smtp,293,SF,0,1,190,0.75,1
2599,smtp,293,SF,0,1,246,0.96,1
