0.564,0.928,0.4482,0.9565,0.801,0.8145,0.3254,0.6914
0.463,0.6133,0.763,0.6895,0.774,0.619,0.0707,0.8926
0.8936,0.664,0.616,0.5054,0.357,0.3982,0.1656,0.3787
0.01936,0.4482,0.367,0.7554,0.638,0.7476,0.7417,0.439
0.2922,0.8496,0.7456,0.0648,0.0742,0.6943,0.4097,0.5747
0.1243,0.5586,0.7354,0.00309,0.1985,0.1617,0.2444,0.07294
0.7373,0.3333,0.6064,0.8823,0.8936,0.948,0.7085,0.1026
0.1323,0.6777,0.4119,0.5386,0.8774,0.5967,0.5205,0.763
0.7427,0.9478,0.2246,0.6865,0.718,0.10266,0.297,0.12396
0.742,0.958,0.5874,0.564,0.527,0.6177,0.391,0.04227
0.0774,0.4756,0.4646,0.9126,0.2013,0.5913,0.05914,0.00621
0.473,0.2225,0.773,0.8486,0.974,0.431,0.1632,0.6504
0.3562,0.9883,0.703,0.979,0.847,0.859,0.505,0.3828
0.882,0.398,0.545,0.332,0.4368,0.1349,0.6577,0.625
0.841,0.0946,0.3743,0.815,0.659,0.5024,0.9434,0.9907
0.957,0.877,0.2922,0.679,0.758,0.3103,0.1719,0.9854
0.4358,0.666,0.9785,0.6064,0.586,0.154,0.6797,0.1598
0.844,0.6924,0.4248,0.4553,0.871,0.238,0.1873,0.5034
0.2683,0.3794,0.998,0.9673,0.3477,0.7427,0.1675,0.1138
0.8784,0.5474,0.289,0.1031,0.10986,0.4592,0.4578,0.2129
0.919,0.4727,0.325,0.827,0.1725,0.3135,0.11273,0.808
0.04935,0.3174,0.775,0.421,0.5015,0.4695,0.567,0.9097
0.8677,0.2546,0.909,0.773,0.889,0.32,0.5767,0.1759
0.719,0.8286,0.6543,0.8086,0.03827,0.5806,0.8203,0.1552
0.2908,0.03256,0.9404,0.536,0.6987,0.7124,0.466,0.1958
0.1115,0.482,0.3655,0.99,0.9556,0.00816,0.5596,0.3965
0.235,0.0404,0.822,0.3408,0.726,0.01791,0.748,0.3445
0.45,0.799,0.7563,0.967,0.1176,0.1001,0.9683,0.711
0.6104,0.3857,0.2947,0.527,0.01484,0.4495,0.1805,0.9263
0.545,0.6895,0.2296,0.3264,0.9727,0.616,0.9224,0.611
0.2588,0.257,0.05292,0.9023,0.7153,0.7197,0.7676,0.922
0.1493,0.03226,0.656,0.7715,0.932,0.734,0.6743,0.342
0.9966,0.005135,0.068,0.785,0.8,0.8096,0.6284,0.5605
0.54,0.2197,0.6787,0.03812,0.9653,0.2559,0.623,0.4753
0.5693,0.3477,0.32,0.702,0.8257,0.9575,0.645,0.956
0.4158,0.1561,0.6685,0.56,0.7095,0.01255,0.3362,0.1609
0.543,0.505,0.689,0.3013,0.7246,0.268,0.624,0.6704
0.27,0.544,0.793,0.5713,0.187,0.2585,0.668,0.1102
0.7817,0.7393,0.6,0.714,0.3186,0.05325,0.5215,0.03607
0.725,0.4626,0.2305,0.6055,0.5225,0.267,0.3052,0.77
0.3708,0.6187,0.543,0.4602,0.1338,0.6665,0.0472,0.6133
0.0234,0.5654,0.6113,0.946,0.7744,0.10187,0.9243,0.6777
0.9487,0.303,0.966,0.4006,0.2081,0.405,0.1925,0.3616
0.4739,0.642,0.6294,0.6377,0.2712,0.9473,0.847,0.4492
0.2532,0.02998,0.932,0.757,0.9463,0.538,0.305,0.9795
0.531,0.2401,0.8906,0.993,0.07355,0.0974,0.0079,0.5435
0.2893,0.665,0.03006,0.614,0.279,0.85,0.2917,0.2617
0.3745,0.1208,0.863,0.835,0.676,0.2206,0.4656,0.4736
0.2194,0.8906,0.4475,0.6724,0.06174,0.6616,0.3467,0.103
0.08417,0.6157,0.3218,0.822,0.934,0.57,0.7256,0.3406
0.6772,0.03915,0.00877,0.2944,0.1526,0.8403,0.04227,0.4316
0.8447,0.3516,0.852,0.6816,0.8955,0.21,0.4705,0.5454
0.8394,0.896,0.1294,0.9507,0.05615,0.02599,0.0854,0.2213
0.952,0.4836,0.3633,0.998,0.2013,0.378,0.03217,0.1511
0.659,0.396,0.716,0.6733,0.7236,0.587,0.3557,0.1937
0.3062,0.8906,0.05627,0.9116,0.2527,0.0003638,0.8027,0.8374
0.705,0.1262,0.743,0.658,0.6,0.117,0.1309,0.9067
0.4805,0.953,0.4019,0.572,0.8506,0.0305,0.9277,0.2854
0.8887,0.654,0.3328,0.6094,0.664,0.636,0.4897,0.57
0.00975,0.199,0.2725,0.66,0.668,0.02571,0.2393,0.9297
0.7363,0.3738,0.736,0.9707,0.5674,0.0839,0.8926,0.1273
0.433,0.4304,0.6196,0.898,0.07355,0.0974,0.5493,0.874500
0.724,0.9575,0.3303,0.671,0.633,0.026594,0.9893,0.937
0.5454,0.5586,0.7354,0.00309,0.781,0.4734,0.991953,0.957
0.04236,0.3528,0.9785,0.6064,0.586,0.4185,0.000000,0.3462
0.4512,0.2234,0.786,0.16,0.436800,0.1349,0.1637,0.7397
0.2183,0.516,0.1792,0.268,0.032230,0.07153,0.94,0.4937
0.2434,0.8623,0.3108,0.09375,0.3796,0.000821,0.1864,0.7646
0.7437,0.001373,0.852,0.6816,0.8955,0.11926,0.3228,0.9307
0.9614,0.3333,0.6064,0.8823,0.8936,0.668000,0.314,0.7886
0.1461,0.093756,0.3828,0.702,0.8257,0.9575,0.07635,0.2273
0.649,0.4727,0.325,0.821,0.8735,0.715,0.000000,0.1561
0.2283,0.5503,0.891600,0.8643,0.8604,0.2206,0.2119,0.473
0.722,0.516,0.179200,0.51,0.5537,0.0605,0.352,0.2898
0.9375,0.03638,0.2725,0.66,0.668,0.467300,0.3003,0.7207
0.825,0.5557,0.3633,0.998,0.2013,0.2915,0.951,0.515600
0.9116,0.9087,0.852,0.6816,0.014260,0.2253,0.5684,0.9507
0.0473,0.516,0.966,0.4006,0.032234,0.07153,0.3035,0.467500
0.8975,0.2373,0.909,0.773,0.000000,0.32,0.787600,0.7446
0.8257,0.7188,0.3303,0.671000,0.11536,0.2695,0.6006,0.08856
0.4722,0.2546,0.909,0.859,0.2754,0.2434,0.604977,0.707
0.1407,0.3748,0.014496,0.4006,0.2081,0.5674,0.7295,0.490000
0.000000,0.303000,0.966,0.2103,0.1575,0.405,0.4043,0.3206
0.2627,0.519500,0.2725,0.66,0.668,0.02571,0.82,0.9805
0.759,0.727000,0.5693,0.859,0.2754,0.2434,0.0358,0.982
0.7754,0.4055,0.5967,0.8086,0.8936,0.2527,0.587,0.222800
0.587400,0.6226,0.1968,0.3613,0.8774,0.1857,0.1279,0.308
